Uniq Id,Product Name,Category,Selling Price,About Product,Image,Num Stars,In Stock
22,Dropsy,"Tendershoot
A Jolly Corpse",10,"""Dropsy"" is a distinctive point-and-click adventure game developed by Tendershoot, A Jolly Corpse. Released in 2015, the game embraces a unique style through its vibrant, cartoonish visual appeal blended with a dark, surreal narrative. Players step into the oversized shoes of Dropsy, an endearing but grotesque clown, who becomes an unlikely hero following a tragic circus fire. Despite being illiterate and unable to communicate clearly, Dropsy explores the open world filled with enigmatic puzzles, engaging non-playable characters NPCs, and various side quests, seeking to clear his tarnished reputation, earn the love of the townsfolk, and uncover the truth behind the fire that disrupted his life.

Gameplay in ""D",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
23,A Fistful of Gun,FarmerGnome,20,"A Fistful of Gun is a unique, retro-styled arcade western shooter developed by FarmerGnome and published by Devolver Digital. The game uses top-down isometric view gameplay, and its art style can be best described as pixel art, bursting with vibrant colors and intricate sprite designs which revive the classic era of gaming. Onto its plot, it takes place during the 19th century in the American west, where players assume the roles of 11 frenzied gunslingers, each vying to bring down the villainous railroad tycoon, Clayton Boon.

Regarding gameplay, A Fistful of Gun truly shines with its versatile control schemes tailored to each character, offering dozen unique play styles that keep the action fresh.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/229810/header.jpg,5,True
24,Broforce,Free Lives,40,"Broforce is a explosive, side-scrolling run-and-gun platformer that is developed by Free Lives and published by Devolver Digital. The game has a unique pixel-style graphics and is filled with testosterone-infused action, rugged machismo characters, and relentless explosive gameplay. Its storyline is presented in a humorously over-the-top fashion that parodies the frenzy of 80s and 90s action films. As players, you are tasked to control an array of characters, each putting a twist on a recognizable action movie hero, such as Rambro, Brobocop or Indiana Brones, who are sent on missions to eliminate enemies and liberate confined bros.

The gameplay of Broforce involves",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
25,Downwell,Moppin,10,"Downwell is an addictive and challenging roguelike platformer game developed by Moppin and published by Devolver Digital. The game is notable for its minimalistic yet attractive design where players navigate the protagonist - a young boy, who embarks on a thrilling journey down a well in his backyard. Hes equipped with only his Gunboots for protection - a pair of boots that fire bullets from the soles. These Gunboots serve the dual purpose of not only dispatching enemies but also slowing down the players descent.

In Downwell, each level is procedurally generated, keeping the gameplay fresh and unpredictable. This vertical descent is interrupted by caverns filled with upgrades, shops, and assorted creatures. You will",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/360740/header.jpg,4,True
26,Noct early access,C3SK,20,"Noct is an innovative survival horror game currently in early access. Developed by C3SK and published by Devolver Digital, the gameplay predominantly uses an overhead thermal imaging perspective reminiscent of military tactical views, providing an immersive and somewhat unnerving experience. Coupled with atmospheric soundscapes and eerie music, Noct effectively utilizes the element of fear to engage players. The game operates on a unique multiplayer setup that blends cooperative and survival elements into a haunting, post-apocalyptic world.

In this chilling, barren game environment, players find themselves combating against their harsh surroundings and hostile, monstrous creatures known as the Nocturnal. These hunters lurk in the night, and players only recourse is to gather weapons and supplies, team up with fellow survivors,",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
27,Hatoful Boyfriend Holiday Star,"PigeoNation Inc.
Mediatonic",20,"""Hatoful Boyfriend Holiday Star"" is an unconventional visual novel game with whimsical humor, breaking the standard norms of the genre by placing its focus on a world of birds. Developed by Devolver Digital, it is a sequel to the quirky Hatoful Boyfriend and takes its bizarre premise forward by providing you with romantic paths to pursue, but this time the game offers an even more absurd setting - a high school exclusively for birds. This game delivers an immersive, albeit unconventional, storyline that is rife with satire, quirky humor, and an inexplicably interesting narrative that is both heartrending and humorous. 

In ""Hatoful Boyfriend Holiday Star"", players can expect a deep storyline, enveloped in light",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/377080/header.jpg,5,True
28,#SelfieTennis,VRUnicorns,40,"#SelfieTennis is an innovative and quirky sports-themed VR game from the developers at VRUnicorns. As the name suggests, the game combines the physical activity of tennis with the digital fad of selfies, all in spectacular virtual reality. In this game, you are transported to a brightly lit, steplessly scalable tennis court, where you can interact with oddly charming characters, dubbed ""#TennisBallPeople"" who comment on your game and some even serve as your targets.

In #SelfieTennis, you are both the server and the receiver. The dynamics of the game revolve around hitting the ball, then teleporting to the other side of the net to return your shot, creating a solitary yet engaging gaming experience. The game",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
29,Enter the Gungeon,Dodge Roll,40,"""Enter the Gungeon"" is a fast-paced bullet hell dungeon crawler developed by Dodge Roll and published by Devolver Digital. The game ingeniously blends action, adventure, and rogue-like elements, invoking the spirit of both old-school gaming classics and newer indie gems. You have the choice of playing as one of several unique heroes, each with their own past and arsenal, as they venture deep into the Gungeon, a constantly evolving, procedurally generated labyrinth full of dangerous enemies, powerful bosses, and a multitude of weapons and power-ups.

The core mechanics of ""Enter the Gungeon"" revolves around dodge rolling, shooting and looting. The game particularly excels in its dodge roll mechanic, which isnt just a fancy maneuver but an essential survival",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/457842/header.jpg,5,True
30,OmniBus,"Buddy Cops, LLC",10,"""OmniBus"" is an indie physics-based driving game developed by Buddy Cops and published by Devolver Digital. The game operates on a simple premise - you are an unstoppable bus. Born with neither brakes nor the ability to slow down, you must navigate through maps filled with destructive elements and outrageous obstacle courses. The game is quirky and has a surreal sense of humor, infusing retro aesthetics with an over-the-top scenario to create an amusing and original gaming experience.

The gameplay of ""OmniBus"" is divided into numerous levels spread across several worlds, each introducing unique challenges. The physics engine of the game is exaggerated and erratic, which adds up to the overall chaotic fun of the game. Levels can vary from balance-centric challenges, trying your",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
31,Reigns,Nerial,10,"Reigns is a distinctive and intriguing strategy video game created by Nerial, published by Devolver Digital and released in 2016. It ingeniously blends elements of role-playing, deck-building, and dating-sim genres, all under a simplistic yet compelling narrative based on managing a kingdom. Players take on the role of a monarch, where they must make significant decisions regarding their kingdom, facilitated by either swiping left or right on the presented cards, akin to a Tinder-style layout. Through this mechanic, players control various aspects of kingdom administration like maintaining the balance between the church, the people, the army, and the treasury.

The games charm resides in its elegant simplicity, underscored by a comedic and often dark undertone. The",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
32,Okhlos,Coffee Powered Machine,40,"Okhlos is a fast-paced, action-packed game that incorporates elements from rogue-lite and real-time strategy genres. Set in the vibrant world of Ancient Greece, the games captivating narrative revolves around an indignant mob set to rebel against the vengeful gods. Developed by Coffee Powered Machine and published by Devolver Digital, the game allows players to assemble disgruntled villagers, philosophers, warriors, and other mythical heroes, mapping a journey that takes you from city to city, exposing the folly and tyranny of the Olympian gods.

The gameplay of Okhlos is distinctive and refreshingly chaotic. The real-time strategy format requires players to manage and control the furious mob as they assault their divine adversaries. As the game progresses, the horde grows",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
33,Mother Russia Bleeds,Le Cartel Studio,40,"Mother Russia Bleeds is a brutal and grisly beat-em-up arcade game developed by Le Cartel Studio and published by Devolver Digital. Set in the grimy and chaotic backdrop of an alternative Russia beset by an outrage-inducing drug epidemic, the game allows players to slip into the role of street fighters who become embroiled in a violent uprising. Taking inspiration from classics like Streets of Rage and Final Fight, Mother Russia Bleeds presents a blood-drenched battleground filled with gritty battles and unique, challenging enemies.

Immense emphasis is placed on the games combat, particularly its melee mechanisms that are both satisfying and remarkably bloody. Players can choose to proceed solo or engage in multiplayer co-op mode, with each character possessing unique abilities and",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
34,Shadow Warrior 2,Flying Wild Hog,40,"Shadow Warrior 2 is an adventurous first-person shooter game developed by Flying Wild Hog and published by Devolver Digital. The game immerses the players in a bold world where they take on the avatar of Lo Wang, a modern ninja warrior, who uses a combination of guns, blades, magic, and wit to destroy the demonic legions devastating the world. Set five years after its predecessor Shadow Warrior, the sequel presents a unique feature of procedural environment, which means the game dynamically alters its landscapes for every player, making each gaming experience distinct. The game also endows players with the freedom to choose their playstyle, be it stealth, swords, guns, or magic.

Shadow Warrior 2 involves an engaging storyline with a brilliantly",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
35,Stories Untold,No Code,20,"Stories Untold is a captivating narrative-driven experimental adventure game, combining retro aesthetics and innovative gameplay mechanics for an immersive experience. Developed by No Code and published by Devolver Digital, Stories Untold features four distinct stories that draw you into the unsettling aspects of mundane environments. While it embodies an aesthetic mirroring the 1980s with its prominent synth soundtrack and vintage technology such as old-school computer systems, it transcends nostalgia by incorporating a unique blend of point-and-click adventures, puzzle-solving, and text-based gameplay.

Guided by a fascinating storytelling approach, each episode in Stories Untold quickly evolves from seemingly routine tasks into a diverse range of scenarios, equally focused on horror, suspense, and mystery. A great deal",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
36,Sub Rosa early access,Cryptic Sea,20,"""Sub Rosa"" is a unique multiplayer FPS game that is currently in early access and primarily focuses on communication, teamwork, and corporate espionage. Developed by Cryptic Sea and published by Devolver Digital, the game features a novel gameplay experience that revolves around three competing corporations that participants control. The main aim is to get an edge over the rival corporations by completing randomly generated objectives, which often involve making deals and negotiating contracts for acquiring higher financial gains or specific items.

The game world has an open design that encourages players to form intricate strategies, engage in frantic car chases, and Battles. Sub Rosa is quite distinct when compared to other FPS games because of its emphasis on complex tactical conversation. It prioritises negotiation over shooting, making it a cerebral experience as",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
37,Serious Sam VR The First Encounter,Croteam,30,"""Serious Sam VR The First Encounter"" is an adrenaline-filled first person shooter from the developers at Croteam. This virtual reality version places you in the heat of iconic battlefields of ancient Egypt, enabling you to experience the brutal, chaotic and extreme violence of the Sam series in standard or 360-degree VR. Youll face overwhelming hoards of galactic invaders with a variety of weapons in your arsenal as you aim to save humanity from total annihilation. With high-end graphics and an immersive user experience, the game effectively transports you into the heart of the action, adding unprecedented depth to the hard-core violence Serious Sam fans have come to expect.

The standout component of ""Serious Sam VR The First Encounter"" has to be its",https://shared.akamai.steamstatic.com/store_item_assets/steam/bundles/2308/10fa68n5bn5jfack/header_586x192.jpg,4,True
38,Serious Sam VR The Second Encounter,Croteam,20,"Serious Sam VR The Second Encounter is an exhilarating first-person shooter game that reinvigorates the charm of the original 2001 game through the immersive world of virtual reality. Developed by Croteam VR, this game continues the adventure of its predecessor, Serious Sam VR The First Encounter, in a more challenging and thrilling VR environment. Set against the backdrop of various time periods and locations such as ancient Egypt, medieval Europe, and pre-Columbian America, the game follows the protagonist, Serious Sam, as he clashes with the forces of the notorious extraterrestrial overlord, Mental, in visceral combat scenarios across these sprawling levels.

The game uses VR mechanics effectively to provide the player with full control of Sams movement and weapons",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
39,Golf for Workgroups early access,Cryptic Sea,60,"Golf for Workgroups early access is an unconventional golfing game that blends sport and work into one seamless experience. Styled as a team-oriented sports simulation, the game allows players to hit the green with up to four players. One notable feature is its distinct take on game design, presenting a minimalist, almost retro aesthetic that echoes simpler times in gaming, while integrating modern-day multiplayer functionalities. Key golfing elements such as stroke play, match play, and skins are all included, adding authenticity to its golfing system. It also integrates unique elements, such as an in-game memo system and avatar customization, thus subtly adding elements of office culture within a golfing context.

The gameplay in Golf for Workgroups early access is",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
40,Spaceplan,Jake Hollands,30,"Spaceplan is a distinctive clicker game designed with a unique space exploration theme, developed by DevolverDigital. The game is predicated on Stephen Hawking’s famous A Brief History of Time offering players an engaging mix of science fact and fiction. The visually pleasing, minimalist graphics and design work perfectly with the simplicity of the core gameplay. This quirky idle game puts you in charge of a spaceship trapped in orbit around an unknown planet, with your only initial power source being solar energy and potatoes. As the game unfolds, you continually utilize different tools to produce energy and perform research probes to reveal the mysteries of your strange surroundings.

Reliable on a never-ending mix of humor, satire and metaphorical implications, Spaceplan stands out",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
41,Strafe,Pixel Titans,30,"""Strafe"" is a rogue-like first-person shooter developed by Pixel Titans and released in 2017. Inspired by the classic shooters of the 90s, it offers a unique and interesting blend of old-school aesthetics and modern mechanics, using a pixel graphical style to recreates the charm of classic era games. With the randomized level design, ""Strafe"" offers a fresh and chaotic challenge each time you play, providing infinite replayability to the player.

While its look might be vintage, ""Strafe"" manages to deliver a challenging fast-paced action gameplay. Set in outer-space installations overrun by grotesque alien creatures, the player experience is filled with intense gunfights and brutal violence. You run, jump, and blast your way through a",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
42,Blockhood,Plethora Project,20,"""Blockhood"" is an engaging city-building simulator that allows players to don the hat of an architect and urban planner. Developed by Plethora-Project and published by Devolver Digital, the game presents a unique view of a citys life, where every unit of construction known as ‘Blocks,’ from units for housing, shops, trees, to solar panels, all form part of a symbiotic city ecosystem. The vibrantly colored 3D neighbourhoods, neatly stacked like architectural models, give players a sense of ownership and control over a growing metropolis.

The gameplay of Blockhood involves the strategic placement of different types of blocks to create and maintain a balanced ecosystem. This innovative design requires players to carefully consider the impact of each",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
